comment,emo
"真要是倾向森林人的话,比较一下奇骏就可以出手了,至于途观L完全不是一个类型的 注意一点:森林人的CVT纯鸡肋,配置低",负向
"不是,美国也有2.5的发动机配置",中性
"说难听点老款车,库存车,凡是不好卖的车款,加几个破壁配置 就出来了特装,纪念,专供等等,这样还能卖一阵!有的则是部分原车款给减配了卖,简配下来的配件过上几个月,车开始掉价了利润少了,那再加上这些简下来的配件,恢复原款配置,就成了特装款,车架还是原价......里外里就是坑 就是挣你钱!特装是中国经销商搞出来的四不像!",负向
有眼光!入门版配置很入门!动力也强劲!    ,正向
"谢谢!两个都有喜欢的地方,价格也差不太多,就是感觉森林人配置落伍了点.   ",中性
"谢谢!两个都有喜欢的地方,价格也差不太多,就是感觉森林人配置落伍了点.   ",负向
"你说的这几个配置,国产suv十来万的都有配吧,森林人配置真不咋样    ",负向
"不是特别纠结配置(如:一键启动,LED转向大灯,电尾),不经常长途拔涉的话,不建议改单.因为:首先改单会遭4S抬价,再者2.0时尚是销量王,尾翼和18寸轮毂很拉风.    ",中性
"森林人油耗都不高,很经济,.只是我觉得2.0L配置够用了,节约下来的银子够开2年的汽油钱了.     ",正向
"2.0与2.5,最主要看楼主的预算以及对配置的需求.",中性
"现款森比帖中那个森的噪音控制有提高了,你要实际去试驾,比较.另外,森和H8放一起选的极少啊.我刚刚翻了下H8尺寸,配置(因为从未考虑过国产车,所以没有关注过),尺寸4米8x2米x1米8,2吨重与途昂,普拉多同级了,配置上国产车无悬念啊,要甩合资,进口几条街的,动上这么大车2.0T和6AT肯定得有,质星品质上不评价(没开过用过评价属于乱喷了),因此两车交集甚少...    ",正向
买你能买得起的最高配置!,中性
其实老款森比新款好的多.变速箱就省心的多.新款除了车内配置外.简配了很多看不到的.比如后轮可调悬挂.双排气.at变速箱,正向
"自己开森林人,开过同事的傲虎,这俩车取向完全不一样.森林人偏运动,运动型操控性好于傲虎,内饰做工隔音差于傲虎,适合外出比较多,比较多off road的情况傲虎偏家居,舒适性稳定性好于森林人,适合主要城市用,偶尔off road的情况具体选哪个车就看楼主到底要什么了.另外有条件的话,建议直接上2.0T,我现在就觉得2.5动力不够了.",正向
"自己开森林人,开过同事的傲虎,这俩车取向完全不一样.森林人偏运动,运动型操控性好于傲虎,内饰做工隔音差于傲虎,适合外出比较多,比较多off road的情况傲虎偏家居,舒适性稳定性好于森林人,适合主要城市用,偶尔off road的情况具体选哪个车就看楼主到底要什么了.另外有条件的话,建议直接上2.0T,我现在就觉得2.5动力不够了.",负向
"楼主好!我也订了和你一样的特装版颜色内饰相同.怎么合同上写2016款2.5特装,而不是2017年的?要到6月才交车,价优恵1．5W被强要再买5K装饰,贵吗?到时有厂家送的3K装饰共8K买,什么装饰?车友们有好的建议吗?",中性
这个的确牛内饰要提高N个档次了,正向
"之前也考虑了,只是...年前买车时更注重内饰氛围和舒适之类的,就没看森林人,真的有点小后悔哈哈    ",中性
"不去了,都一样,我又选了几天车倒是发现了,之所以卖森因为不是豪品牌,不是喜欢的车标,仅仅是因为情怀和25以内没有bba可选,也不是喜欢的内饰.光有内在是打动不了我的,我知道了自己喜欢的!够了,买个思域或者福克斯代步,去挣钱了,以后换bba!    ",负向
"家里人买过了,挺好的!内饰漂亮,毕竟是bba啊!开着有幸福感,就是那么俗     ",正向
"主要看外观漆面及内饰,希望不是展车",中性
"南方经销商大部分不是庞大.号外,原来16款2.5尊贵就是有黑和棕2个内饰可选的,自己换装不是加大成本么.",中性
"傲虎都已经出新款了,内饰外观都不错,就是没有看到森林人出    ",正向
"的确,在绝大多数人看来,用个一年多的车换个接近十年,而且不那么完美的车的确不太能够理解,换了森林人也许过不了多久就会觉得内饰这么差,油耗这么高等等又想卖了,这就是冲动使然吧,其实还有个供应商的锐志,11年的车,跑了8万公里,10万给我,驾驶感觉应该也不错,只是无意间看到森林人又勾起了以前对斯巴鲁那种开疆拓土,无所不能至的情怀.    ",负向
"亲戚家crv,也不错,内饰比森林人强,视野森痛快,底盘森高的多.",正向
"劲畅一点也不老,是那个3.0V6机头不如人,还是超选四驱不如人?它的问题是内饰简陋寒酸,这源于它皮卡的出身.森林人的可靠性是可以的.现在的汽车业总体可靠性都还可以,只要是新车或次新车正常保养的,就问题不大,跑出10万公里以上再看可靠性才好拉出个一二三四五来.但是遇到意外事故好不好修是另外一回事.   ",负向
我去年买的森林人 之前我也看好了 昂科威 实在是太喜欢它的内饰了 但是因为爆出分体式插销脱轴隐患 所以就买了森林人 森林人2.0油门调教的很灵敏 120以下提速都很快 完全够用,正向
我去年买的森林人 之前我也看好了 昂科威 实在是太喜欢它的内饰了 但是因为爆出分体式插销脱轴隐患 所以就买了森林人 森林人2.0油门调教的很灵敏 120以下提速都很快 完全够用,负向
"价格有点贵,跟我顶配价格差不多.不过买了就好好享受.",负向
"我看傲虎论坛里有换远光LED的,是leda 02型号的.价格比PIAA便宜,我准备在日本买,这样品质能保证是真的",正向
有意就是价格有点高了 最近一直关注2.5t的森林人 想把自己的老3系出掉换个se 楼主可否迟点出啊 留给我,负向
"去看下探界者吧,侧面和发现神行很像,北美销量前五的suv,销量排在斯巴鲁众多suv的前面,国产后价格又不贵,发动机参数完爆森林人和傲虎,还配6at和9at,上汽通用造,不说很好但也不至于很差吧,除了四驱应该没什么地方比森林人差的",正向
"去看下探界者吧,侧面和发现神行很像,北美销量前五的suv,销量排在斯巴鲁众多suv的前面,国产后价格又不贵,发动机参数完爆森林人和傲虎,还配6at和9at,上汽通用造,不说很好但也不至于很差吧,除了四驱应该没什么地方比森林人差的",负向
"关键是变动多大啊,值不值等,价格贵不贵啊    ",中性
"公路四驱差别都不大,这俩车价格差很多,看自己收入买,都不是能越野的车不要纠结四驱哪个更好!",中性
"性价比高不高还是主要看优惠价格,一般高配优惠多点,低配优惠少点,自己做对比就有答案了.",中性
"这个价格还不够买真的,也只能呵呵了?这货也就两千一米,合着一个方向盘套的布钱也就200-300,YYP之前买的大概一千多,两年了量大了,也降下来了.   ",负向
"长城1.5T这个发动机,似乎听不止一个车评人吐槽过动力不够.有人甚至说上坡都会因为动力不够熄火(手排),不知道是不是真的.为什么不试试新H6的2.0T,价格肯定比森林人低.",负向
"长城1.5T这个发动机,似乎听不止一个车评人吐槽过动力不够.有人甚至说上坡都会因为动力不够熄火(手排),不知道是不是真的.为什么不试试新H6的2.0T,价格肯定比森林人低.",正向
"就是呀,觉得对不起这个价格.开着烦心    ",负向
"兄弟,你的裸车价格怎么谈下来的,交流一下吧",中性
"其实同样的价格老途观豪华版更好,新途观太丑了,还贵",负向
"2.5豪华,该有的都有了,价格相对适中",中性
"没开过荣放,这级别同排量动力,刹车不会有太大差异,底盘滤震都说森林人好.",中性
"没开过荣放,这级别同排量动力,刹车不会有太大差异,底盘滤震都说森林人好.",正向
"但用的着的时候并不多所以一般人感觉不到优势,再就是出了这个好象其他方面都不如别人做得好,比如钣金,喷漆,隔音,动力,等等,唯一剩下的就只剩下所为的情怀了,   ",负向
想入手1.5T的动力…不知道够不够    ,中性
"20T动力确实美好,不过都是CVT我觉得2.5足够了,省下了5万干啥不好……   ",正向
就不知动力咋样 试驾车只有2.5 2.0都没得感受日 优惠1.3万值得入手么??      ,中性
"常用S模式对车有什么损害吗?这应该是动力问题吧,120后稍微一点上坡这速度都提不上来,车子都快4000转了,就听到油门的声音,没见时速表动一下   ",负向
"真不错,我的2.0,觉得动力弱了,你的2.5如何?",负向
"同感!确实遇坡道或载重量较大时,动力明显疲软.    ",负向
动力有没有要求?保养的话肯定汉兰达便宜实惠,中性
动力也没什么需求 这俩车也都开过 也没感觉太大差别    ,中性
"正应要爬坡上坎所以才要选个动力好点的,森林人哪动力简质不忍直视,不要说XT,哪价位选择的太多了   ",负向
"这个话题就好比一个月50000元够花了吗?泰森就不够,大众就够了.开过法拉利的人就觉得森林人动力不足,开五菱宏光的人就说动力操控不错.",负向
"这个话题就好比一个月50000元够花了吗?泰森就不够,大众就够了.开过法拉利的人就觉得森林人动力不足,开五菱宏光的人就说动力操控不错.",正向
看你有犹豫就2.5不会后悔 外观能改动力改不了,中性
"足够了,如果追求动力就2.0T吧,多5万大0.5没必要,并且老款2.5还烧机油,新的还不知道    ",正向
"动力有储备有必要,想拿出时可以拿出来.借用车友的话讲就是:如同家里的存款,要办事时拿出来.",中性
"2.0两款区别主要是换挡拨片和自动头灯,自动雨刷,其余都是外观的差异.刚刚研究了一下.感觉就是:我忍了",负向
"没忍住,确实高配外观都漂亮些,光18寸轮毂就让我心动,还有居然车子是今年2月出差的",正向
"早买早享受,傲虎内部我还是比较喜欢的,但外观我还是喜欢森,还有就是傲虎上的辅助系统森上面没有,但静下来想想,车是人控制,开了十年车也没用过什么辅助系统,想想我还是不等了,再等我就老了.现在买森,到了该换的时候也就什么功能都已经有了.何必纠结.    ",正向
"其实你想说的就是:斯巴鲁就是装,明明烧机油硬撑着说不烧.而德糸大众就是风格高雅,市区高速都烧得不相上下一样好.    ",负向
"长期高速上定速巡航,油耗不会高.想想看,27万只换了6条胎,其中两条还不是因为磨损,是因为扎钉子好几次,安全起见换的.还有,刹车盘没动过,刹车片只换过一套,好的开车开车习惯对车也好,油耗也低……    ",中性
"这还不烧机油,那就是真不烧了",负向
"11款应该还是EJ的发动机吧,也会烧机油吗?    ",中性
"关于斯巴鲁2.0涡轮增压的车型烧机油严重,我猜可能用低标号机油或者半合成机油的也是造成烧机油的原因之一. 我已经开SUBARU很多年,而且都是买的超过8年车龄的车,从来都没有碰到过烧机油的问题,因为我都是加0-40的机油.",负向
"法庭上他们未能对其使用的机滤,机油,发动机清洗剂出示有效的,国家权威部门认定的相文件.特别是发动机清洗剂的有效期.并且也无法证明他们出示的是否是他们给我车用的.    ",中性
